event_id,timestamp,user,host,source_ip,event_type,mitre_tactic,mitre_technique
f297c3e6-8ba5-4107-a825-98054054fb91,2026-01-16T13:45:37.973975+00:00,alice,win-01,10.0.0.12,user_login,TA0001,T1078
69b073c9-1786-499e-858d-590513c737c1,2026-01-16T13:45:42.166312+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
32a2f210-ae24-4d7e-9b18-1c372e0fccc9,2026-01-16T13:45:44.096732+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059
02254f3c-b82a-46c2-80e4-066006b6bb8a,2026-01-16T13:45:45.135737+00:00,alice,win-01,10.0.0.10,user_login,TA0001,T1078
5c541204-3219-4fcd-9765-b171ad6d05ce,2026-01-16T13:45:47.545509+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
651d3c82-da29-4ab0-8d83-f7c8ea3ead02,2026-01-16T13:45:49.383191+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.001
f3e1bef4-de68-484f-90cf-6efe992a079d,2026-01-16T13:45:54.230130+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
25ec3507-1321-42cf-86c8-ef61f850a7db,2026-01-16T13:45:58.897040+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059
e80048c5-2233-4ea6-aed3-db987ca1fa68,2026-01-16T13:46:01.024900+00:00,admin,win-03,10.0.0.12,user_login,TA0001,T1078
a8011f3a-5334-4e06-b6b9-c018fd941f3c,2026-01-16T13:46:05.769360+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
48e6a2f9-0f49-48ac-8d96-6053f5a0e87a,2026-01-16T13:46:07.310333+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
e0568d8f-599d-4f19-98a5-2560a27e0ba8,2026-01-16T13:46:10.533802+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059
1de40f5a-0309-488b-9217-8a5210fb7ae5,2026-01-16T13:46:13.582448+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
69405ee0-3d71-4a28-83f3-397cfbf160c9,2026-01-16T13:46:17.164899+00:00,bob,win-02,10.0.0.10,user_login,TA0001,T1078
12a3a5e9-cc4b-4d55-afb5-42b3515fbf01,2026-01-16T13:46:18.379791+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
840e1e5a-1e07-4018-b827-41c177e15b7b,2026-01-16T13:46:22.330435+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.001
bc2f52a8-a6f5-42d3-a8f6-4d0d4c10f6cc,2026-01-16T13:46:26.471631+00:00,alice,win-01,10.0.0.11,user_login,TA0006,T1110
85c952c2-6c22-4895-aaf2-75109e67b7f4,2026-01-16T13:46:30.687288+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
ce0cdde9-a1f8-4c4d-bd00-7fe78ba6f546,2026-01-16T13:46:32.278600+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059
37f8d299-f72a-49f9-ac78-4f480d879052,2026-01-16T13:46:33.302564+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
f9ec4f50-5473-49e1-a1f9-3bbfb1f1bfd3,2026-01-16T13:46:34.497002+00:00,bob,win-01,10.0.0.11,user_login,TA0001,T1078
f9a22047-995e-4abe-be6a-ce58a63cc355,2026-01-16T13:46:37.715889+00:00,charlie,win-03,10.0.0.12,user_login,TA0006,T1110
f1b903cd-829c-4c3b-a89d-0eba44002506,2026-01-16T13:46:42.490206+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
1b320174-50c6-4e1b-abd0-705e2d54ef14,2026-01-16T13:46:46.561775+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059.001
a6ade73f-6e8c-4f27-8992-2f3c3930d4eb,2026-01-16T13:46:48.152547+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
14b54a79-4196-42ca-ad28-f7d80ccda948,2026-01-16T13:46:49.880232+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
b6561e99-1389-4f74-ad82-218f8d4c374d,2026-01-16T13:46:51.811622+00:00,charlie,win-02,10.0.0.12,user_login,TA0001,T1078
3d5dbb2b-0c8d-4204-8747-b2bd4d33d9bc,2026-01-16T13:46:54.918357+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059
93989768-3232-434c-bf28-08eb96e37417,2026-01-16T13:46:57.950587+00:00,alice,win-02,10.0.0.12,user_login,TA0001,T1078
71158584-8e84-47c2-a398-b2a17becc5aa,2026-01-16T13:46:59.079124+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
13c2904c-99ff-4510-a31c-d2b270a79df3,2026-01-16T13:47:02.090612+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059
67f5f394-f043-4c1f-99e2-b4d84e9c77b0,2026-01-16T13:47:04.693669+00:00,bob,win-01,10.0.0.10,user_login,TA0001,T1078
0616122a-fe78-4a7b-8310-de5eb4500fdb,2026-01-16T13:47:07.791471+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059
028f3e8b-660b-49be-95b7-415e0be1ced3,2026-01-16T13:47:09.926529+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059.003
34df24f2-b850-41ea-81f4-a61024e03ffc,2026-01-16T13:47:11.151713+00:00,admin,win-01,10.0.0.12,user_login,TA0006,T1110
eaede731-47a6-461b-8196-45c3acb78307,2026-01-16T13:47:12.795200+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
8baf47dc-aa3a-4eb7-97c7-0889bd1f40d4,2026-01-16T13:47:14.329566+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
6d57240d-f3ec-475d-8bd7-0858608e1925,2026-01-16T13:47:17.977163+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
e56fc858-7f06-4c39-9bfd-424b6f33c82c,2026-01-16T13:47:20.393770+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
2498094d-ad04-49b2-936c-7523224fdefd,2026-01-16T13:47:24.729931+00:00,admin,win-02,10.0.0.11,user_login,TA0006,T1110
a96a5f5b-8f7c-4635-a265-eaebba69aac6,2026-01-16T13:47:28.765628+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
30bcd65b-8af9-4a93-a98f-fa484314407f,2026-01-16T13:47:33.571696+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
c5154c0c-4705-452e-af84-15d4081f524c,2026-01-16T13:47:35.051609+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.003
c3ca43a4-c0bc-4e3b-a461-0d3af5aa4590,2026-01-16T13:47:37.109979+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
bd62eaa9-571e-40c7-86f2-a2b5640e02c2,2026-01-16T13:47:38.119328+00:00,alice,win-03,10.0.0.10,user_login,TA0001,T1078
b137a6bd-de3b-487c-81ad-1c2b93bf0516,2026-01-16T13:47:40.792336+00:00,alice,win-01,10.0.0.11,user_login,TA0006,T1110
8fa6fea5-3a29-46eb-8b9c-51b97ddc5409,2026-01-16T13:47:43.248614+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
94c3838e-3298-4f4f-a72c-6ee191ef98de,2026-01-16T13:47:47.578632+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
fd94a2cf-d019-400d-8e05-421cb0622aea,2026-01-16T13:47:50.741855+00:00,alice,win-03,10.0.0.10,user_login,TA0006,T1110
2da4771c-607e-488f-aa3e-38bb7a2c8b26,2026-01-16T13:47:52.298413+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.001
da168f32-1c6e-4c0b-906e-7b63335dc80e,2026-01-16T13:47:57.087578+00:00,charlie,win-03,10.0.0.10,user_login,TA0006,T1110
3c0e8dd6-d91b-4945-8dcf-a5f9324aa3c4,2026-01-16T13:48:01.726138+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.001
1bb4a633-a9a1-4bc3-b63d-a1ebd2654e5b,2026-01-16T13:48:05.291109+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
55a26f57-2353-42cb-9b63-5e813ee4132b,2026-01-16T13:48:09.724186+00:00,admin,win-02,10.0.0.11,user_login,TA0006,T1110
b6d80b22-045f-48c2-acf1-764f40038419,2026-01-16T13:48:12.831571+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
c937bf73-f3c9-4283-95c4-9143cfb9e63d,2026-01-16T13:48:16.554570+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
79b8a22e-be7e-4aec-98ff-9f71716c880f,2026-01-16T13:48:19.882519+00:00,bob,win-01,10.0.0.11,user_login,TA0001,T1078
b0bb1728-1a53-4a0b-a81a-d920ce34fdc4,2026-01-16T13:48:23.254555+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
79962d03-2e8b-42db-9fcb-b86d8dcd767e,2026-01-16T13:48:27.613431+00:00,bob,win-02,10.0.0.11,user_login,TA0001,T1078
422dcd3e-5e4b-4cda-8463-c97ab45b7f65,2026-01-16T13:48:31.152030+00:00,bob,win-02,10.0.0.10,process_start,TA0002,T1059.003
104a6be0-cd06-44e0-9d0b-a32942708dff,2026-01-16T13:48:36.043736+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.001
ef7abbc3-990e-4339-b394-6bf0d583caf9,2026-01-16T13:48:38.951659+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.003
88c869c8-567d-4854-83cf-592be1667422,2026-01-16T13:48:41.821706+00:00,bob,win-02,10.0.0.10,process_start,TA0002,T1059.003
6101471b-f50e-427e-832c-bfb8942bb6b9,2026-01-16T13:48:45.716300+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059.003
c7354a2c-429a-4568-a78e-79f4b554aaf2,2026-01-16T13:48:49.362645+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059.001
71ea543e-7bf7-471d-8252-5b6b1f74296f,2026-01-16T13:48:51.875666+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
5f7c4ff2-5595-4dfb-a2d9-096505e9b324,2026-01-16T13:48:53.733167+00:00,alice,win-02,10.0.0.11,user_login,TA0001,T1078
fbf24f07-6d94-4d6f-8303-aa563b93eb5a,2026-01-16T13:48:57.829033+00:00,admin,win-03,10.0.0.12,user_login,TA0001,T1078
7cb144b0-4902-4151-bec5-18072c8aeb1d,2026-01-16T13:48:59.885749+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
f678132f-1605-4652-bb10-482595b2e750,2026-01-16T13:49:04.073595+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
c6369fcc-c99c-4379-84f9-c6a63e112d24,2026-01-16T13:49:06.412809+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.003
831c19c5-d308-4070-ad25-e5dd806985ee,2026-01-16T13:49:08.323105+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
6478dc71-7233-4f95-a364-8ce9927e6910,2026-01-16T13:49:13.193387+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
a37bda4e-cbaf-4d31-98f7-1b82660964ae,2026-01-16T13:49:14.845828+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059
e3b833a4-b44b-4120-a573-b2fdf1269391,2026-01-16T13:49:16.995253+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.003
ac3b6441-8119-47b0-bc58-fa2cf99b11d6,2026-01-16T13:49:19.676788+00:00,alice,win-01,10.0.0.12,process_start,TA0002,T1059.003
da876b23-f18b-4e9c-87da-86b4ad60672b,2026-01-16T13:49:22.354973+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059
7d2093fe-295d-443e-b412-73d122fe7f27,2026-01-16T13:49:24.854773+00:00,alice,win-03,10.0.0.12,user_login,TA0006,T1110
db208abc-914a-4bc5-90e8-00d7dc2a01a9,2026-01-16T13:49:26.438815+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
cffebf96-9828-4364-9fec-cbd1c1daba2a,2026-01-16T13:49:31.297098+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.003
b65bf86b-cf1b-4858-aaff-4c34f57d66ff,2026-01-16T13:49:35.108702+00:00,alice,win-02,10.0.0.10,user_login,TA0001,T1078
3bd27941-f5a0-4195-ae9d-8bcb44d96e9e,2026-01-16T13:49:38.689868+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
2078177f-26c7-4972-90ea-c76b279356e0,2026-01-16T13:49:40.891636+00:00,admin,win-02,10.0.0.11,process_start,TA0002,T1059
742580ec-9afd-4951-8044-da8129b16d15,2026-01-16T13:49:42.480814+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
137a0b65-26c4-4c76-a5b7-be51c2020d19,2026-01-16T13:49:44.521155+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059
cb7143c3-e474-415f-b32d-ecff4a79a04c,2026-01-16T13:49:46.564225+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059
ce0a7ab5-d740-4a40-8e53-ceedf49a08cf,2026-01-16T13:49:49.637741+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
1e4285b2-e033-4762-9aed-a1f4670f1472,2026-01-16T13:49:53.028184+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.001
8752b931-64f4-482b-bf63-822f8ea14643,2026-01-16T13:49:55.604391+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.003
642a9203-a3b6-4fb9-88da-e8af6dbad60f,2026-01-16T13:49:57.514375+00:00,bob,win-03,10.0.0.10,user_login,TA0006,T1110
10bea498-eaa3-474e-92a6-ee9e8a1f6544,2026-01-16T13:50:00.424231+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.003
8fc2c4bb-3e4e-477b-973c-552fa6c9ef52,2026-01-16T13:50:03.753140+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059
9e16f2d6-4761-4775-bac6-d34acc811a49,2026-01-16T13:50:07.727325+00:00,alice,win-03,10.0.0.11,user_login,TA0006,T1110
f12ca17f-100a-489a-b435-395dced103aa,2026-01-16T13:50:12.656215+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
e61e24da-2f21-431b-8df3-9be264028066,2026-01-16T13:50:15.120210+00:00,charlie,win-01,10.0.0.11,user_login,TA0006,T1110
a22faccf-9a93-49f5-bdbe-f8b5ef287b45,2026-01-16T13:50:18.818604+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
750fb969-a426-414a-9d69-e4e54c88e8cc,2026-01-16T13:50:21.497185+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
a0970db1-cf06-4640-a943-2035aadee469,2026-01-16T13:50:22.649538+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
c8126983-9628-49c0-9e2f-964ab2d8cf22,2026-01-16T13:50:26.414538+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
762a00b3-2847-40c9-9988-40a698792d62,2026-01-16T13:50:29.949687+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059.001
536716e9-b54c-43a7-8565-e59d2420464a,2026-01-16T13:50:31.596511+00:00,alice,win-02,10.0.0.10,user_login,TA0006,T1110
2fc79b01-fb8d-4223-94c4-52c144f29a22,2026-01-16T13:50:33.647662+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.003
715dc9d3-da4c-4f87-a45a-8af882086837,2026-01-16T13:50:35.973867+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
80ba667c-7f8b-4fc1-b789-a00c9717e5cd,2026-01-16T13:50:40.786318+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.003
212ef5f6-4ba3-49fe-b4b8-27e727aa67bf,2026-01-16T13:50:45.047049+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059
dadb3e19-29a4-475a-b970-ff5adcc68bc7,2026-01-16T13:50:49.198441+00:00,bob,win-03,10.0.0.10,user_login,TA0006,T1110
f4e6a059-4e9f-4733-b22d-9170f2cee6bb,2026-01-16T13:50:53.689479+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
82c4d239-1610-4eb9-907b-6c97fa9ab11b,2026-01-16T13:50:58.456173+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059
f2f52335-7dd1-41ed-9713-05b646dcf80d,2026-01-16T13:50:59.625764+00:00,alice,win-02,10.0.0.11,user_login,TA0006,T1110
3ca7c333-20c3-424c-9941-de9bc199bfae,2026-01-16T13:51:03.115484+00:00,bob,win-03,10.0.0.10,user_login,TA0001,T1078
c3e2cd48-366f-41bd-a2ea-2aa30e076135,2026-01-16T13:51:05.813034+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.003
73c0bff5-5106-4a8f-9b1b-4773d049a585,2026-01-16T13:51:09.262641+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
fb32ebb4-9738-4ef1-a52f-a04171774e05,2026-01-16T13:51:10.723155+00:00,charlie,win-03,10.0.0.12,user_login,TA0001,T1078
9426eb1a-c126-4f3d-965e-54c7809a72a3,2026-01-16T13:51:15.507126+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
fdfc6c82-bfcc-4dba-a651-1f26dcb9fef6,2026-01-16T13:51:19.141769+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
6358581b-6bda-4e87-a99d-822028d23ac7,2026-01-16T13:51:20.225301+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059
226dbd0d-d23f-4d75-9b1b-d521538f47c8,2026-01-16T13:51:21.798146+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
3a61c97e-3ea6-4884-aa08-ff454b295684,2026-01-16T13:51:26.247174+00:00,alice,win-02,10.0.0.11,user_login,TA0006,T1110
015c7b5c-f7b7-4682-921f-2aabc60f98d6,2026-01-16T13:51:30.953859+00:00,bob,win-02,10.0.0.11,user_login,TA0001,T1078
af2e714e-36c6-40f4-8d36-b78442354b8e,2026-01-16T13:51:35.402228+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
fbb59ffd-34e4-4813-bbe1-a1da9ffb8103,2026-01-16T13:51:38.701440+00:00,admin,win-03,10.0.0.10,user_login,TA0006,T1110
47e81d9a-b30f-4325-b1d6-40acbb5772bf,2026-01-16T13:51:41.880090+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
0f23f329-bbf4-4f84-bb3d-fec47426e950,2026-01-16T13:51:46.784659+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059
084e4d99-6ce0-49ea-9087-257362730da4,2026-01-16T13:51:48.699714+00:00,bob,win-02,10.0.0.10,process_start,TA0002,T1059.001
80843a0d-43c4-4b94-813b-187abe8dbbd2,2026-01-16T13:51:50.538483+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
30bc7ce1-729f-40e0-a18b-58ea5418e4f0,2026-01-16T13:51:52.416135+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
b69361bd-9ba4-43ed-ad78-118f0d01d493,2026-01-16T13:51:55.404693+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059
91c4c8d6-2ce4-4c72-8b49-57bb2af7ad2f,2026-01-16T13:51:57.679523+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
cf0bb32c-9f00-4f68-9694-263b149f22e9,2026-01-16T13:51:59.190847+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
1cf88ee8-4a62-4018-a006-99f11cf76fb1,2026-01-16T13:52:04.055631+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.003
ac7f72a6-eb23-4014-a64c-5f8270c3944f,2026-01-16T13:52:05.952793+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
1ca03c8e-e8c7-44ac-bbfe-f1e794a833ff,2026-01-16T13:52:08.596084+00:00,alice,win-03,10.0.0.12,user_login,TA0006,T1110
a143325f-5a0d-44fd-b7dc-d636261a9080,2026-01-16T13:52:10.094978+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059
ad333e19-920b-4bcc-9b90-45287c6daf43,2026-01-16T13:52:15.061922+00:00,bob,win-02,10.0.0.10,user_login,TA0006,T1110
9663f7c4-6721-49ad-852a-5100d1bcc7fc,2026-01-16T13:52:18.106883+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.001
cea80102-4542-4013-9afb-8165a97a72a6,2026-01-16T13:52:21.932345+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
9d1fd4ca-87c1-4852-96e0-2d313e7d5afa,2026-01-16T13:52:22.975822+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
a392d41e-1187-4d91-8549-d96992d42397,2026-01-16T13:52:24.250082+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.003
a7c7d1a0-76df-4f25-a266-f64b5faccae7,2026-01-16T13:52:25.527585+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.001
4a3d81fb-4c31-49b1-bf54-50c03a238893,2026-01-16T13:52:27.763927+00:00,charlie,win-01,10.0.0.10,user_login,TA0001,T1078
3fc207f5-a654-47cd-b9f6-cc1dbf710002,2026-01-16T13:52:28.871505+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.001
14a138db-89bd-4b26-95be-1494976bab12,2026-01-16T13:52:31.492144+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
993427ab-c241-4016-a2d6-ba83a6f36456,2026-01-16T13:52:34.385827+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
1fdda669-68f1-4373-822f-634f1509f17b,2026-01-16T13:52:38.021499+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
36773a6b-27dd-409f-9e63-604cb1661f72,2026-01-16T13:52:41.123038+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
7532fe19-4a46-4a17-b6aa-215a51b66722,2026-01-16T13:52:44.635989+00:00,admin,win-02,10.0.0.11,process_start,TA0002,T1059.003
f518bf54-36a2-4bc3-bf77-c14594dce14a,2026-01-16T13:52:48.224957+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
dff068a1-498e-4271-a83b-1ab1d438efc3,2026-01-16T13:52:51.552396+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
beabe42a-4599-4926-9cc8-08e3fdafe460,2026-01-16T13:52:55.224012+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
d9d9a354-2b99-4604-88b4-09eba1a27981,2026-01-16T13:52:56.861589+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
e3c8e3ca-62d4-48c3-aa8f-7cfc5e6f0e8f,2026-01-16T13:52:58.004625+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
cb3444ff-828a-43da-8201-8ab13e1844d6,2026-01-16T13:53:01.678186+00:00,alice,win-01,10.0.0.12,process_start,TA0002,T1059
1fd4fb36-a4d2-4832-a72d-f26fa3e0f178,2026-01-16T13:53:03.981614+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
6cff1f7a-ea55-4b42-a048-a8205a6d9af2,2026-01-16T13:53:05.086141+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.001
9a3cfb93-cbd9-411b-9303-598facc3e7e5,2026-01-16T13:53:06.676379+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
c526b7f5-f23b-4fe2-9b6d-67b8f02b5a21,2026-01-16T13:53:09.851127+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059
30090517-7b7f-417d-8363-b19f53438d7d,2026-01-16T13:53:10.949940+00:00,bob,win-03,10.0.0.11,user_login,TA0006,T1110
